id_cliente,rut,nombre,edad,sexo,region,comuna,tipo_deuda,institucion_financiera,monto_deuda,ingreso_mensual,num_cuotas,tasa_interes_anual,dias_mora,estado_deuda,fecha_origen_deuda
C0045,25.534.624-5,Amanda Torres Rojas,54,F,Metropolitana,Maipú,Tarjeta de Crédito,Banco Itaú,437274,1017189,3,21.2,69,Mora media,2023-03-29
C0199,13.962.900-0,Jorge Morales Soto,63,M,O'Higgins,San Fernando,Crédito Estudiantil,Banco Itaú,6986539,2233485,36,4.0,55,Mora media,2024-11-10
C0274,25.131.143-9,Nicolás Valenzuela Castillo,51,M,Los Lagos,Puerto Montt,Crédito Estudiantil,Banco Santander,9294125,1722788,60,2.03,90,Mora media,2022-01-27
C0333,17.207.958-K,Emilia Álvarez Espinoza,41,F,Metropolitana,Puente Alto,Crédito Automotriz,Banco Ripley,9357547,1152946,24,12.31,35,Mora media,2024-12-09
C0410,24.636.824-4,Manuel Espinoza Soto,46,M,Valparaíso,Viña del Mar,Crédito Automotriz,CMR Falabella,6594921,1269385,36,9.85,51,Mora media,2025-11-20
C0396,25.172.739-2,Emilia Rodríguez Rojas,38,F,Metropolitana,La Florida,Crédito Hipotecario,Banco BCI,57302753,2018469,180,3.57,0,Al día,2024-01-31
C0382,15.707.530-6,Valentina Carrasco Hernández,47,F,Maule,Curicó,Crédito Automotriz,Banco BCI,13127331,998998,36,12.53,20,Mora temprana,2025-08-17
C0305,10.361.833-9,Isidora Castillo Torres,74,F,Valparaíso,San Antonio,Crédito Automotriz,Banco Estado,12362020,1250607,60,12.75,34,Mora media,2021-12-18
C0034,18.984.132-9,Emilia Cortés Pérez,57,F,O'Higgins,Rancagua,Crédito Estudiantil,Banco Itaú,1454696,1719976,24,3.93,0,Al día,2023-12-29
C0372,8.639.648-3,Antonia Morales Muñoz,39,F,Metropolitana,Providencia,Tarjeta de Crédito,Coopeuch,2924064,,3,38.01,0,Al día,2026-03-06
C0064,21.334.916-3,Tomás Martínez Cortés,70,M,Antofagasta,Calama,Crédito Automotriz,Banco Ripley,4932227,2273256,60,13.74,0,Al día,2025-04-25
C0041,19.534.584-8,Rosa Torres Castillo,63,F,Antofagasta,Calama,Crédito Automotriz,Banco de Chile,6717770,1096761,60,11.84,0,Al día,2023-04-27
C0398,25.626.178-2,Isidora Álvarez Bravo,46,F,Maule,Cauquenes,Tarjeta de Crédito,CMR Falabella,1817254,1907996,3,40.56,5,Mora temprana,2025-06-01
C0311,8.383.674-1,Sebastián Álvarez Tapia,54,M,Maule,Talca,Crédito Automotriz,Banco Ripley,17760468,1109662,60,9.92,86,Mora media,2022-04-06
C0416,18.168.488-7,Rodrigo Araya Martínez,52,M,Coquimbo,La Serena,Crédito Estudiantil,Banco Estado,2998738,,60,3.35,59,Mora media,2024-01-02
C0081,13.767.106-9,Pablo Muñoz Fuentes,19,M,Antofagasta,Antofagasta,Crédito Estudiantil,Banco Itaú,10620050,768164,60,4.13,0,Al día,2025-12-08
C0079,15.087.836-5,Joaquín Vásquez Araya,25,M,Coquimbo,Illapel,Tarjeta de Crédito,Banco Itaú,2290121,1400542,6,19.23,0,Al día,2023-03-22
C0286,20.786.620-2,Matías Fuentes Díaz,40,M,Los Ríos,Valdivia,Crédito de Consumo,Coopeuch,5074942,746034,36,20.53,0,Al día,2022-03-28
C0052,22.700.736-2,Ximena Carrasco Flores,47,F,Maule,Talca,Tarjeta de Crédito,Banco Ripley,3252752,1685757,12,34.89,44,Mora media,2025-01-31
C0355,20.313.470-3,Eduardo Soto Hernández,50,M,Maule,Cauquenes,Crédito de Consumo,Banco BCI,7426489,769632,12,24.82,46,Mora media,2022-08-03
C0001,14.671.884-1,María Álvarez Martínez,33,F,Araucanía,Villarrica,Crédito Automotriz,Coopeuch,12906820,562323,60,7.22,0,Al día,2025-04-11
C0400,17.653.242-4,Trinidad Vergara Espinoza,37,F,Antofagasta,Tocopilla,Crédito Automotriz,Banco BCI,16274461,436287,24,8.08,0,Al día,2022-12-28
C0300,14.474.841-7,Ricardo Castillo Muñoz,21,M,Coquimbo,Coquimbo,Crédito Automotriz,Banco de Chile,11184645,386327,36,9.22,21,Mora temprana,2022-05-04
C0254,19.537.746-4,Luis Bravo Cortés,68,M,Coquimbo,La Serena,Crédito de Consumo,Coopeuch,2367542,744130,12,15.09,18,Mora temprana,2023-07-06
C0236,20.190.142-1,Patricia Valenzuela Castillo,37,F,O'Higgins,San Fernando,Tarjeta de Crédito,Caja Los Andes,1603968,1094823,1,40.05,52,Mora media,2023-06-10
C0407,11.238.123-6,María Vásquez Torres,,F,Maule,Talca,Tarjeta de Crédito,Banco Estado,2847354,2247472,1,30.67,113,Mora avanzada,2026-03-18
C0185,18.318.344-3,Emilia Rodríguez Espinoza,49,F,Araucanía,Villarrica,Tarjeta de Crédito,CMR Falabella,1057263,,6,35.17,1,Mora temprana,2024-09-13
C0216,18.138.306-2,Vicente Castillo Soto,56,M,Metropolitana,La Florida,Tarjeta de Crédito,Banco Falabella,3055305,2062197,6,29.44,0,Al día,2024-08-16
C0014,21.456.679-6,Emilia Tapia Carrasco,72,F,O'Higgins,Rancagua,Tarjeta de Crédito,Coopeuch,141898,2346603,1,43.01,41,Mora media,2024-04-20
C0008,25.795.716-0,Trinidad Fuentes Soto,47,F,Metropolitana,Ñuñoa,Crédito Estudiantil,Banco Santander,2785277,1444685,48,4.53,0,Al día,2025-06-19
C0394,25.025.821-6,Vicente Rodríguez Hernández,52,M,Biobío,Coronel,Crédito de Consumo,Banco Estado,8678825,1228428,24,31.11,170,Mora avanzada,2026-07-23
C0117,15.635.083-4,Rodrigo Vergara González,41,M,Coquimbo,La Serena,Crédito Estudiantil,Banco Itaú,11557239,1025247,24,3.79,0,Al día,2022-11-27
C0084,18.160.967-2,Agustín Vásquez Espinoza,66,M,Los Ríos,La Unión,Crédito Hipotecario,Banco Itaú,105268296,1901296,240,6.09,5,Mora temprana,2024-02-12
C0207,15.906.834-K,Fernanda Reyes Rodríguez,69,F,O'Higgins,Rengo,Crédito Estudiantil,Banco Itaú,10287898,942840,24,4.52,57,Mora media,2023-07-31
C0276,10.428.870-7,Carolina Sepúlveda Álvarez,71,F,O'Higgins,San Fernando,Crédito de Consumo,Banco Falabella,3563591,940033,48,30.81,9,Mora temprana,2025-08-07
C0302,20.216.336-K,Eduardo Cortés Carrasco,53,M,Biobío,Concepción,Crédito de Consumo,Caja Los Andes,4718267,1000070,36,22.72,63,Mora media,2024-06-15
C0391,25.789.426-6,Gabriel Fuentes Hernández,65,M,Metropolitana,Ñuñoa,Tarjeta de Crédito,Banco Estado,1054454,2268082,6,29.12,0,Al día,2022-12-16
C0395,21.476.463-6,Jorge Gutiérrez Sepúlveda,48,M,Los Lagos,Osorno,Crédito Automotriz,Caja Los Andes,14561967,1090272,24,12.12,162,Mora avanzada,2022-10-12
C0312,21.231.264-9,Sebastián Sepúlveda Araya,20,M,Coquimbo,Coquimbo,Crédito de Consumo,Banco BCI,1147581,420766,48,31.51,67,Mora media,2023-10-02
C0017,10.434.143-8,Patricia Rojas Fuentes,60,F,Los Ríos,La Unión,Crédito Estudiantil,Banco BCI,6271130,1962968,36,2.8,0,Al día,2022-12-18
C0130,18.340.454-7,Cristóbal Reyes Contreras,63,M,Los Ríos,La Unión,Tarjeta de Crédito,Coopeuch,3471900,1445668,1,30.24,0,Al día,2024-01-08
C0067,22.921.516-7,Agustín Rodríguez Reyes,65,M,O'Higgins,Rengo,Crédito Hipotecario,Banco Santander,107902129,1375082,120,6.0,9,Mora temprana,2026-05-25
C0179,22.578.850-2,Benjamín Sepúlveda Rojas,50,M,Araucanía,Villarrica,Crédito de Consumo,CMR Falabella,1409227,1609847,36,26.88,28,Mora temprana,2025-03-30
C0416,18.168.488-7,Rodrigo Araya Martínez,52,M,Coquimbo,La Serena,Crédito Estudiantil,Banco Estado,2998738,,60,3.35,59,Mora media,2024-01-02
C0026,22.107.837-3,Martín Rojas Reyes,39,M,Los Ríos,La Unión,Crédito Hipotecario,Banco de Chile,60308572,1889434,240,5.5,0,Al día,2022-09-03
C0109,21.978.332-9,Andrea Espinoza Pérez,28,F,Los Ríos,La Unión,Crédito Automotriz,Banco Itaú,16845167,466390,24,7.57,386,Mora avanzada,2025-02-04
C0184,18.197.504-0,Javiera Silva Tapia,51,F,Metropolitana,Providencia,Tarjeta de Crédito,Caja Los Andes,1264080,2196201,6,26.84,1,Mora temprana,2024-07-06
C0086,9.313.391-9,Emilia Cortés Tapia,54,F,Araucanía,Angol,Crédito Hipotecario,Coopeuch,28304547,696378,300,3.81,52,Mora media,2022-07-30
C0106,21.738.309-9,Matías Rodríguez Flores,54,M,Coquimbo,Illapel,Crédito Automotriz,Coopeuch,13266789,652149,24,7.46,0,Al día,2022-07-24
C0260,13.564.786-1,Florencia López Silva,75,F,Los Ríos,La Unión,Tarjeta de Crédito,Coopeuch,459811,1595452,12,27.82,0,Al día,2025-03-29
C0283,11.351.072-2,Gabriel Soto Torres,45,M,Araucanía,Padre Las Casas,Crédito Automotriz,Banco Ripley,17333213,1145624,60,8.96,0,Al día,2025-11-05
C0328,11.059.870-K,Martín Morales Hernández,19,M,Biobío,Chillán,Crédito Hipotecario,Banco BCI,32103709,800123,240,4.47,23,Mora temprana,2022-02-11
C0284,18.594.048-9,Diego Flores Fuentes,72,M,Maule,Curicó,Tarjeta de Crédito,Banco Santander,3459218,1509117,1,22.77,0,Al día,2021-10-26
C0021,9.338.649-3,Valentina Rojas Bravo,62,F,Biobío,Coronel,Tarjeta de Crédito,Banco Ripley,2397458,1761772,3,29.6,0,Al día,2024-07-15
C0071,25.496.999-0,Pedro Díaz Álvarez,22,M,Antofagasta,Calama,Crédito Automotriz,Coopeuch,4829622,975004,60,10.53,113,Mora avanzada,2022-07-03
C0009,25.874.652-K,Patricia Morales Torres,19,F,Valparaíso,Quilpué,Crédito Estudiantil,Banco Falabella,1971823,529300,36,4.63,134,Mora avanzada,2022-06-24
C0203,13.271.528-9,Fernanda Morales Soto,74,F,Maule,Curicó,Crédito Automotriz,Coopeuch,8669869,632779,60,11.93,0,Al día,2022-12-01
C0343,25.249.013-2,Jorge Bravo Contreras,,M,Araucanía,Villarrica,Tarjeta de Crédito,Coopeuch,3321304,1049305,12,36.12,0,Al día,2025-09-12
C0165,9.081.472-9,Andrea Díaz Martínez,67,F,O'Higgins,Rengo,Crédito de Consumo,Banco Estado,7704902,2171228,24,31.83,0,Al día,2021-12-05
C0197,18.857.838-1,Tomás Torres Muñoz,23,M,Metropolitana,La Florida,Crédito Hipotecario,Banco Estado,84154596,890425,120,4.5,26,Mora temprana,2025-11-06
C0242,12.876.355-4,Manuel Díaz Vásquez,40,M,O'Higgins,Rengo,Crédito Hipotecario,CMR Falabella,91659221,1793991,240,6.13,0,Al día,2026-07-05
C0319,15.925.716-9,Andrés Cortés Gutiérrez,19,M,Metropolitana,La Florida,Crédito Estudiantil,Banco Falabella,9219709,647727,60,4.23,0,Al día,2022-09-29
C0162,13.812.795-8,Ximena Pérez Morales,25,F,Araucanía,Angol,Tarjeta de Crédito,Banco Ripley,672900,1834241,12,29.29,0,Al día,2024-06-06
C0113,11.607.003-0,Fernanda López Araya,,F,Araucanía,Villarrica,Crédito Hipotecario,Banco Estado,57763008,485990,300,5.29,74,Mora media,2023-12-11
C0042,24.247.008-7,Pablo Flores Morales,40,M,Antofagasta,Calama,Crédito de Consumo,Banco BCI,3531028,633033,36,17.03,0,Al día,2022-04-23
C0221,14.051.768-2,Joaquín Araya Díaz,73,M,Maule,Linares,Crédito de Consumo,Banco Santander,3660419,734882,36,21.96,30,Mora temprana,2024-01-06
C0054,17.269.324-5,Manuel Sepúlveda Araya,63,M,Los Lagos,Puerto Varas,Crédito Automotriz,Caja Los Andes,10663605,980254,36,9.69,351,Mora avanzada,2022-05-25
C0366,13.970.322-7,Claudia Hernández Cortés,35,F,Maule,Linares,Tarjeta de Crédito,Banco de Chile,3339418,961513,1,28.34,0,Al día,2026-03-30
C0353,20.089.255-0,Trinidad Carrasco González,33,F,Maule,Cauquenes,Crédito Hipotecario,CMR Falabella,71212793,1231512,300,5.14,16,Mora temprana,2025-10-20
C0194,17.426.536-4,Amanda Tapia Gutiérrez,40,F,Antofagasta,Tocopilla,Crédito Automotriz,Banco Ripley,11428760,1566256,48,9.72,0,Al día,2024-10-16
C0347,12.274.633-K,Nicolás Soto Gutiérrez,60,M,Coquimbo,Ovalle,Crédito de Consumo,Banco Estado,8274787,568788,12,20.97,0,Al día,2025-08-16
C0024,16.764.927-0,María Reyes Contreras,43,F,Coquimbo,Ovalle,Crédito Estudiantil,Banco Falabella,11762277,1116406,72,3.2,365,Mora avanzada,2024-09-21
C0350,10.063.001-K,Andrea Valenzuela Hernández,38,F,O'Higgins,Rancagua,Crédito Automotriz,Banco Santander,9808088,1025997,24,11.19,20,Mora temprana,2022-04-04
C0066,12.552.130-4,Claudia Rojas Castillo,70,F,Antofagasta,Tocopilla,Crédito de Consumo,CMR Falabella,2645069,687155,12,31.09,0,Al día,2023-10-27
C0101,19.829.927-8,Sofía Valenzuela Vergara,29,F,O'Higgins,Rengo,Crédito de Consumo,Banco de Chile,5260015,1067697,36,22.58,6,Mora temprana,2022-09-18
C0003,10.677.374-2,Sebastián Álvarez Hernández,52,M,Valparaíso,San Antonio,Tarjeta de Crédito,Banco Falabella,2716706,2119387,6,33.59,2,Mora temprana,2022-11-15
C0100,22.243.845-4,Cristóbal Tapia Rodríguez,45,M,Maule,Cauquenes,Crédito Estudiantil,CMR Falabella,4134272,1091011,60,4.08,0,Al día,2022-02-10
C0114,11.986.636-7,Vicente Bravo Martínez,64,M,Coquimbo,Illapel,Crédito de Consumo,CMR Falabella,3565774,536013,36,24.4,0,Al día,2023-10-03
C0220,10.389.603-7,Ximena Bravo Morales,59,F,Valparaíso,Viña del Mar,Crédito de Consumo,Banco Falabella,5858579,1387973,36,19.43,0,Al día,2021-10-22
C0061,17.927.829-4,Fernanda Hernández Rodríguez,55,F,Los Lagos,Puerto Varas,Crédito Hipotecario,Caja Los Andes,60550084,2152730,180,6.5,37,Mora media,2025-04-02
C0388,20.509.554-3,Catalina Silva Flores,25,F,Antofagasta,Tocopilla,Crédito Estudiantil,Banco Itaú,4519758,1853969,36,2.96,63,Mora media,2022-10-07
C0341,9.226.499-8,Pedro Pérez Contreras,39,M,Antofagasta,Tocopilla,Crédito Estudiantil,Banco Falabella,6491819,2006411,36,4.31,0,Al día,2023-09-08
C0032,20.763.469-7,Rosa Contreras Rojas,44,F,Maule,Linares,Crédito de Consumo,CMR Falabella,3770105,510580,48,21.62,75,Mora media,2026-06-21
C0176,16.030.953-9,Constanza Flores Valenzuela,56,F,Los Ríos,La Unión,Crédito Automotriz,Banco Estado,17211476,2373973,48,8.44,7,Mora temprana,2022-05-22
C0392,13.395.213-6,Agustín Sepúlveda Espinoza,26,M,Los Lagos,Osorno,Crédito Automotriz,Banco BCI,9239485,1395531,48,12.39,0,Al día,2024-08-07
C0232,25.609.966-7,Patricia López Vásquez,40,F,Los Ríos,Valdivia,Crédito Estudiantil,Banco Santander,9189341,1393091,24,4.66,0,Al día,2026-03-24
C0375,24.339.917-3,Josefa Pérez Vásquez,,F,Biobío,Los Ángeles,Crédito de Consumo,Caja Los Andes,982814,890959,24,16.7,70,Mora media,2024-06-21
C0180,13.602.347-0,Emilia Valenzuela Valenzuela,21,F,Los Lagos,Osorno,Tarjeta de Crédito,Banco Santander,127607,1110690,3,31.4,0,Al día,2023-09-06
C0346,16.658.813-8,Marcela Vásquez Hernández,54,F,Biobío,Concepción,Crédito Automotriz,Caja Los Andes,10643434,583975,48,11.79,15,Mora temprana,2023-12-11
C0080,10.418.452-9,Marcela Martínez Sepúlveda,38,F,Valparaíso,Valparaíso,Crédito de Consumo,CMR Falabella,2467376,748458,48,24.05,0,Al día,2023-06-13
C0330,24.697.611-2,Camila Soto Vásquez,,F,Metropolitana,Providencia,Crédito de Consumo,Caja Los Andes,3331576,1084177,12,30.28,92,Mora avanzada,2023-02-02
C0142,24.213.640-3,Paula Muñoz Vergara,72,F,Valparaíso,Valparaíso,Crédito Automotriz,CMR Falabella,17135554,735174,36,7.48,0,Al día,2025-05-10
C0065,19.006.064-0,Benjamín Tapia López,18,M,Los Lagos,Puerto Montt,Crédito de Consumo,Banco Falabella,6692547,963546,36,16.84,0,Al día,2026-06-10
C0412,21.442.720-6,Joaquín Carrasco Rojas,75,M,Antofagasta,Tocopilla,Crédito de Consumo,Banco Estado,8548490,1973194,12,21.74,0,Al día,2022-10-15
C0172,15.161.226-1,Josefa Rojas Castillo,41,F,Los Lagos,Puerto Montt,Crédito de Consumo,Banco Santander,6949508,488605,36,27.34,58,Mora media,2022-11-27
C0202,16.761.991-6,Sofía Torres Bravo,42,F,Coquimbo,Illapel,Tarjeta de Crédito,Caja Los Andes,2504540,,3,22.39,0,Al día,2021-11-02
C0235,8.005.694-K,Fernanda Hernández Hernández,69,F,Los Ríos,La Unión,Tarjeta de Crédito,Caja Los Andes,1405658,1449325,1,44.48,1,Mora temprana,2026-01-02
C0177,23.804.628-9,Nicolás Díaz Silva,49,M,Los Ríos,Valdivia,Crédito de Consumo,Banco Estado,5609530,1137277,24,21.58,57,Mora media,2024-07-13
C0028,10.443.709-5,Pablo Soto Reyes,23,M,Los Lagos,Castro,Tarjeta de Crédito,Banco BCI,1381993,1074572,3,39.78,0,Al día,2026-04-28
C0018,18.150.790-K,Emilia Valenzuela Espinoza,24,F,Valparaíso,Villa Alemana,Tarjeta de Crédito,Banco Falabella,1543849,394668,1,41.74,0,Al día,2025-09-11
C0309,16.383.806-0,Trinidad González Sepúlveda,32,F,Araucanía,Angol,Tarjeta de Crédito,Banco Falabella,2224428,1541115,3,20.55,0,Al día,2025-09-15
C0158,11.861.620-0,Verónica Pérez Rodríguez,37,F,Coquimbo,Illapel,Crédito Automotriz,Coopeuch,8843509,1392769,60,7.68,15,Mora temprana,2024-10-16
C0189,21.295.757-7,Ignacio Hernández Martínez,72,M,Valparaíso,Valparaíso,Tarjeta de Crédito,Banco Falabella,3035746,2324363,1,23.81,40,Mora media,2026-01-26
C0266,13.723.271-5,Javiera Martínez Cortés,29,F,O'Higgins,Rengo,Crédito Hipotecario,Banco Itaú,22499138,1717191,240,6.34,0,Al día,2023-03-07
C0186,20.498.756-4,Isidora Araya Silva,44,F,Antofagasta,Antofagasta,Crédito Estudiantil,Banco Santander,5694689,1872443,24,2.13,0,Al día,2021-11-03
C0075,19.747.876-4,Luis Díaz Fuentes,40,M,Maule,Talca,Crédito Estudiantil,Banco Itaú,6899644,1035252,24,3.73,0,Al día,2022-11-25
C0314,8.812.246-1,Carolina Valenzuela Álvarez,51,F,Araucanía,Villarrica,Tarjeta de Crédito,CMR Falabella,2951999,1058243,1,21.04,0,Al día,2024-07-13
C0127,24.861.788-8,Nicolás Silva Hernández,66,M,Los Lagos,Castro,Crédito de Consumo,Banco Itaú,4688133,444380,36,26.78,0,Al día,2025-12-01
C0397,22.951.050-9,Joaquín Torres Morales,56,M,Los Ríos,Valdivia,Crédito Estudiantil,Banco Ripley,3482120,1335112,60,3.11,0,Al día,2024-12-26
C0313,21.264.697-0,Camila Morales Rojas,48,F,Los Ríos,Valdivia,Crédito de Consumo,Banco Falabella,6986174,558423,48,28.16,0,Al día,2025-10-28
C0163,24.499.582-9,Daniela Sepúlveda Pérez,29,F,Coquimbo,Illapel,Crédito Hipotecario,Banco Ripley,85043108,400097,180,4.09,0,Al día,2023-06-07
C0405,13.778.313-4,Sofía Hernández Cortés,22,F,Valparaíso,Viña del Mar,Crédito Estudiantil,Caja Los Andes,6227335,666149,48,2.42,0,Al día,2023-03-26
C0192,22.965.660-0,Antonia Hernández Muñoz,28,F,Los Ríos,La Unión,Crédito Automotriz,CMR Falabella,3494630,1420452,60,11.78,0,Al día,2025-05-18
C0252,11.561.317-0,Jorge López Fuentes,38,M,Metropolitana,Providencia,Crédito Hipotecario,Coopeuch,106090303,392370,120,5.77,23,Mora temprana,2021-10-28
C0336,11.819.727-5,Martín Muñoz Morales,40,M,O'Higgins,San Fernando,Tarjeta de Crédito,Banco BCI,1261228,1827070,6,39.34,0,Al día,2023-09-28
C0131,12.544.238-2,Amanda Martínez Vergara,18,F,Araucanía,Temuco,Tarjeta de Crédito,Banco Ripley,347428,,1,43.23,0,Al día,2023-12-08
C0210,23.872.810-K,Sofía Pérez Pérez,54,F,Los Ríos,Valdivia,Crédito Estudiantil,Banco Itaú,2694338,2014823,48,4.6,87,Mora media,2024-04-11
C0226,14.895.265-5,Ricardo Flores Valenzuela,21,M,Los Ríos,Valdivia,Crédito Hipotecario,Banco Estado,112576644,380000,120,4.75,0,Al día,2023-07-07
C0141,14.175.618-4,Diego López Espinoza,71,M,Araucanía,Padre Las Casas,Crédito de Consumo,Banco Ripley,8497701,1011618,48,22.83,12,Mora temprana,2025-08-19
C0367,10.446.772-5,Benjamín Torres Cortés,30,M,Los Ríos,La Unión,Tarjeta de Crédito,Caja Los Andes,683445,607395,12,23.9,30,Mora temprana,2024-02-08
C0090,13.554.572-4,Constanza Pérez Pérez,22,F,Los Lagos,Puerto Montt,Crédito de Consumo,Coopeuch,933297,1278823,36,29.9,20,Mora temprana,2024-06-20
C0055,20.657.069-5,Francisco Cortés Tapia,50,M,Los Lagos,Puerto Montt,Tarjeta de Crédito,Banco Falabella,2541795,2136314,12,41.36,0,Al día,2023-11-13
C0074,10.012.627-3,Martín Morales Reyes,34,M,Coquimbo,Coquimbo,Crédito Hipotecario,Caja Los Andes,32243983,520788,120,3.78,0,Al día,2022-06-09
C0112,24.688.977-5,Nicolás Carrasco Valenzuela,44,M,Araucanía,Villarrica,Crédito Automotriz,Banco Itaú,8246485,1892315,36,12.34,0,Al día,2023-09-11
C0373,11.831.234-1,Eduardo Muñoz Silva,62,M,Biobío,Concepción,Tarjeta de Crédito,Banco Estado,3409006,1126986,1,30.32,0,Al día,2023-04-08
C0298,22.568.047-7,Claudia Álvarez Muñoz,65,F,O'Higgins,San Fernando,Tarjeta de Crédito,Caja Los Andes,1333312,1890980,3,27.73,0,Al día,2022-11-04
C0200,15.985.818-9,Rosa Espinoza López,72,F,Los Ríos,Valdivia,Tarjeta de Crédito,Banco Ripley,2644318,2283810,3,35.27,0,Al día,2023-10-19
C0169,11.125.315-3,Nicolás Hernández Rojas,58,M,Valparaíso,San Antonio,Crédito de Consumo,Banco Falabella,6491986,2020588,48,31.15,0,Al día,2026-07-26
C0306,23.392.108-4,Benjamín Contreras Araya,24,M,Valparaíso,Viña del Mar,Crédito de Consumo,Banco BCI,4473551,471000,24,24.49,24,Mora temprana,2025-12-27
C0063,20.276.141-0,Claudia Díaz Bravo,58,F,Metropolitana,Ñuñoa,Crédito Automotriz,Banco Estado,9121355,1754999,36,7.63,0,Al día,2022-05-23
C0122,19.082.814-K,Carolina Martínez Cortés,53,F,Los Lagos,Osorno,Tarjeta de Crédito,Banco Itaú,1096942,881810,1,36.09,0,Al día,2023-01-02
C0301,23.716.718-K,Rosa López Rodríguez,64,F,Biobío,Los Ángeles,Crédito Estudiantil,Caja Los Andes,8340032,2048092,72,2.88,7,Mora temprana,2023-05-28
C0392,13.395.213-6,Agustín Sepúlveda Espinoza,26,M,Los Lagos,Osorno,Crédito Automotriz,Banco BCI,9239485,1395531,48,12.39,0,Al día,2024-08-07
C0408,16.114.217-4,Patricia Contreras Espinoza,75,F,Araucanía,Villarrica,Crédito Hipotecario,Banco Estado,39536326,627415,240,6.35,0,Al día,2025-09-06
C0269,11.278.835-2,Marcela Reyes Castillo,45,F,O'Higgins,Rengo,Crédito de Consumo,Banco Estado,7496691,1843063,24,30.95,0,Al día,2022-04-09
C0356,10.619.994-9,Antonia Espinoza Torres,63,F,Coquimbo,La Serena,Crédito Hipotecario,Banco de Chile,118003834,745776,240,4.89,0,Al día,2023-02-28
C0062,16.409.639-4,Matías Vergara Reyes,43,M,Los Lagos,Puerto Montt,Crédito de Consumo,Banco Estado,8633700,1651726,36,28.19,0,Al día,2022-01-31
C0257,22.633.895-0,Agustín Morales Valenzuela,60,M,Los Lagos,Osorno,Crédito de Consumo,Banco Ripley,5607189,2281255,48,17.87,0,Al día,2022-03-05
C0293,17.122.279-6,Carolina Rodríguez Contreras,44,F,O'Higgins,Rengo,Crédito de Consumo,Banco Santander,6838471,1879333,48,18.75,0,Al día,2023-01-28
C0058,17.642.839-2,Eduardo Gutiérrez López,59,M,Valparaíso,Quilpué,Crédito Estudiantil,Coopeuch,6312692,1294630,60,4.62,0,Al día,2026-03-13
C0335,14.956.868-9,Pedro Álvarez Castillo,49,M,Antofagasta,Antofagasta,Crédito Estudiantil,Banco BCI,5873580,1866014,36,2.0,0,Al día,2023-01-28
C0072,18.911.412-5,Agustín Castillo González,21,M,Antofagasta,Calama,Crédito de Consumo,Banco de Chile,7741741,844900,12,30.29,0,Al día,2025-10-01
C0204,22.348.075-6,Valentina Morales Contreras,30,F,Maule,Linares,Crédito Hipotecario,Banco Falabella,32873617,878174,120,4.68,0,Al día,2023-10-30
C0047,14.637.711-4,María Fuentes Hernández,62,F,Los Ríos,La Unión,Tarjeta de Crédito,Banco BCI,3045187,1082618,6,36.98,0,Al día,2022-09-23
C0354,23.301.782-5,Vicente Sepúlveda Carrasco,60,M,Biobío,Talcahuano,Tarjeta de Crédito,Banco Estado,3105516,750179,12,35.76,160,Mora avanzada,2026-02-08
C0209,22.079.232-3,Patricia Martínez Morales,64,F,Valparaíso,Valparaíso,Crédito de Consumo,CMR Falabella,5771499,1691515,36,23.83,97,Mora avanzada,2022-03-04
C0345,25.900.783-6,Valentina López Muñoz,23,F,Maule,Cauquenes,Tarjeta de Crédito,Banco Itaú,2720191,973859,12,34.64,0,Al día,2021-12-30
C0413,17.159.446-4,Verónica Cortés Bravo,28,F,Valparaíso,Quilpué,Crédito Estudiantil,Banco Ripley,10981786,799982,60,2.37,77,Mora media,2023-10-13
C0385,20.429.248-5,Florencia Sepúlveda Silva,59,F,Valparaíso,Valparaíso,Crédito de Consumo,Banco Falabella,8005487,791257,12,31.6,0,Al día,2025-10-21
C0043,9.829.589-5,Pablo Espinoza Vásquez,51,M,Los Ríos,La Unión,Crédito Estudiantil,Banco BCI,4816534,1001273,48,2.54,0,Al día,2023-08-03
C0029,9.685.049-2,Martín Bravo Castillo,54,M,Araucanía,Padre Las Casas,Crédito de Consumo,Banco BCI,393026,689479,12,28.23,0,Al día,2022-01-27
C0011,10.377.578-7,Cristóbal Silva Silva,22,M,Coquimbo,La Serena,Crédito Hipotecario,Banco BCI,49557077,968428,120,3.71,8,Mora temprana,2026-03-15
C0377,15.357.686-6,Rosa Torres Valenzuela,23,F,Los Lagos,Castro,Crédito de Consumo,Coopeuch,3519595,524502,12,31.77,276,Mora avanzada,2021-09-29
C0022,21.834.304-K,Joaquín Reyes Silva,60,M,Valparaíso,Quilpué,Crédito Automotriz,CMR Falabella,15574147,1849783,36,13.48,0,Al día,2025-09-02
C0091,22.783.995-3,Sebastián Fuentes Rodríguez,61,M,Araucanía,Padre Las Casas,Crédito Hipotecario,Caja Los Andes,91673763,957812,180,4.43,61,Mora media,2021-11-24
C0282,23.815.725-0,Cristóbal Gutiérrez Araya,47,M,Coquimbo,La Serena,Tarjeta de Crédito,Banco BCI,2516925,1175718,1,26.79,9,Mora temprana,2025-07-13
C0143,11.231.757-0,Matías González Flores,53,M,Maule,Talca,Tarjeta de Crédito,Banco Falabella,1282458,1503524,1,31.56,14,Mora temprana,2022-01-22
C0133,22.067.380-4,Trinidad Hernández Reyes,64,F,O'Higgins,Rengo,Crédito de Consumo,Banco BCI,8028009,988977,36,17.64,0,Al día,2022-07-08
